,name,description,created_at,updated_at,duration,urls.Original,urls.Arabic,urls.Korean,urls.English,urls.Russian,urls.Chinese,urls.Spanish,urls.Interlingua,urls.French,urls.480p,urls.720p,urls.1080p
0,INC-4 on plastic pollution: Press Conference,"<p><b>Speakers:&nbsp;&nbsp;&nbsp;</b></p>
<p>- Luis Vayas Valdivieso,&nbsp;INC Chair</p><p>- Inger Andersen,&nbsp;Executive Director, UN Environment Programme</p><p>- Steven Guilbeault,&nbsp;Minister of Environment and Climate Change, Canada</p><p>- Jyoti Mathur-Filipp,&nbsp;Executive Secretary, INC Secretariat&nbsp; &nbsp;&nbsp;</p><p>---</p><p>In March 2022, at the resumed fifth session of the UN Environment Assembly (UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international legally binding instrument on plastic pollution, including in the marine environment.</p>
<p><a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://wedocs.unep.org/bitstream/handle/20.500.11822/39812/OEWG_PP_1_INF_1_UNEA%20resolution.pdf"">The resolution (5/14)</a>&nbsp;requested the Executive Director of the UN Environment Programme (UNEP) to convene an Intergovernmental Negotiating Committee (INC) to develop ""the instrument,"" which is to be based on a comprehensive approach that addresses the full life cycle of plastic, including its production, design and disposal.</p>
<p>The INC began its work during the second half of 2022, with the ambition to complete the negotiations by the end of 2024. The&nbsp;<a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.unep.org/events/conference/inter-governmental-negotiating-committee-meeting-inc-1"">first session</a>&nbsp;of the INC (INC-1) took place in Punta del Este, Uruguay from 28 November to 2 December 2022, followed by a&nbsp;<a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.unep.org/events/conference/second-session-intergovernmental-negotiating-committee-develop-international"">second session</a>&nbsp;(INC-2) from 29 May to 2 June 2023 in Paris, France, and a&nbsp;<a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.unep.org/events/conference/inc-3"">third session</a>&nbsp;(INC-3) from 13 to 19 November 2023 in Nairobi, Kenya. The&nbsp;<a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.unep.org/inc-plastic-pollution/session-4"">fourth session</a>&nbsp;(INC-4) will take place from 23 to 29 April 2024 in Ottawa, Canada.</p>",2024-04-23 18:06:21,2024-04-24 11:18:12,0 days 00:25:49.352000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l4fgy5ej/format/download/protocol/https/flavorParamIds/0,,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l4fgy5ej/format/download/protocol/https/flavorParamIds/100,,,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l4fgy5ej/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l4fgy5ej/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l4fgy5ej/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l4fgy5ej/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l4fgy5ej/format/download/protocol/https/flavorParamIds/487091
0,Preparatory Meeting for INC-3 (part 1),"<p>In March 2022, at the resumed fifth session of the UN Environment Assembly (UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international legally binding instrument on plastic pollution, including in the marine environment.</p><p><u>The resolution (5/14)</u>&nbsp;requested the Executive Director of the UN Environment Programme (UNEP) to convene an Intergovernmental Negotiating Committee (INC)&nbsp;to develop&nbsp;""the&nbsp;instrument,"" which is to be based on a comprehensive approach that addresses the full life cycle of plastic,&nbsp;including its production, design and disposal.</p><p>The INC began its work during the second half of 2022, with the ambition to complete the negotiations by the end of 2024. The&nbsp;first session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from 28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2) in Paris, France from 29 May to 2 June 2023. The&nbsp;third session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP Headquarters in Nairobi, Kenya.</p>",2023-11-11 06:42:59,2023-11-11 17:21:13,0 days 02:59:38.954000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_2qvadt8o/format/download/protocol/https/flavorParamIds/487091
0,Preparatory Meeting for INC-3 (part 2),"<p>In
March 2022, at the resumed fifth session of the UN Environment Assembly
(UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international
legally binding instrument on plastic pollution, including in the marine
environment.</p>

<p><u>The resolution (5/14)</u>&nbsp;requested the Executive
Director of the UN Environment Programme (UNEP) to convene an Intergovernmental
Negotiating Committee (INC)&nbsp;to
develop&nbsp;""the&nbsp;instrument,"" which is to be based on a
comprehensive approach that addresses the full life cycle of plastic,&nbsp;including
its production, design and disposal.</p>

<p>The INC began its work during the second half of 2022, with the
ambition to complete the negotiations by the end of 2024. The&nbsp;first
session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from
28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2)
in Paris, France from 29 May to 2 June 2023. The&nbsp;third
session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP
Headquarters in Nairobi, Kenya.</p>",2023-11-11 11:42:27,2023-11-13 11:50:53,0 days 04:18:48.995000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_uqoxl3no/format/download/protocol/https/flavorParamIds/487091
0,INC-3 on plastic pollution: Plenary (part 1),"<p>In
March 2022, at the resumed fifth session of the UN Environment Assembly
(UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international
legally binding instrument on plastic pollution, including in the marine
environment.</p>

<p><u>The resolution (5/14)</u>&nbsp;requested the Executive
Director of the UN Environment Programme (UNEP) to convene an Intergovernmental
Negotiating Committee (INC)&nbsp;to
develop&nbsp;""the&nbsp;instrument,"" which is to be based on a
comprehensive approach that addresses the full life cycle of plastic,&nbsp;including
its production, design and disposal.</p>

<p>The INC began its work during the second half of 2022, with the
ambition to complete the negotiations by the end of 2024. The&nbsp;first
session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from
28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2)
in Paris, France from 29 May to 2 June 2023. The&nbsp;third
session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP
Headquarters in Nairobi, Kenya.</p>",2023-11-13 06:36:15,2023-11-13 18:47:11,0 days 02:41:47.428000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_l19x7ui4/format/download/protocol/https/flavorParamIds/487091
0,INC-3 on plastic pollution: Plenary (part 2),"<p>In
March 2022, at the resumed fifth session of the UN Environment Assembly
(UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international
legally binding instrument on plastic pollution, including in the marine
environment.</p>

<p><u>The resolution (5/14)</u>&nbsp;requested the Executive
Director of the UN Environment Programme (UNEP) to convene an Intergovernmental
Negotiating Committee (INC)&nbsp;to
develop&nbsp;""the&nbsp;instrument,"" which is to be based on a
comprehensive approach that addresses the full life cycle of plastic,&nbsp;including
its production, design and disposal.</p>

<p>The INC began its work during the second half of 2022, with the
ambition to complete the negotiations by the end of 2024. The&nbsp;first
session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from
28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2)
in Paris, France from 29 May to 2 June 2023. The&nbsp;third
session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP
Headquarters in Nairobi, Kenya.</p>",2023-11-13 11:41:44,2023-11-14 12:29:21,0 days 02:55:33.454000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_ick7z1m9/format/download/protocol/https/flavorParamIds/487091
0,INC-3 on plastic pollution: Plenary (part 3),"<p>In
March 2022, at the resumed fifth session of the UN Environment Assembly
(UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international
legally binding instrument on plastic pollution, including in the marine
environment.</p>

<p><u>The resolution (5/14)</u>&nbsp;requested the Executive
Director of the UN Environment Programme (UNEP) to convene an Intergovernmental
Negotiating Committee (INC)&nbsp;to
develop&nbsp;""the&nbsp;instrument,"" which is to be based on a
comprehensive approach that addresses the full life cycle of plastic,&nbsp;including
its production, design and disposal.</p>

<p>The INC began its work during the second half of 2022, with the
ambition to complete the negotiations by the end of 2024. The&nbsp;first
session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from
28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2)
in Paris, France from 29 May to 2 June 2023. The&nbsp;third
session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP
Headquarters in Nairobi, Kenya.</p>",2023-11-14 06:41:05,2023-11-14 19:07:23,0 days 02:26:39.318000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_aq4g1qeq/format/download/protocol/https/flavorParamIds/487091
0,INC-3 on plastic pollution: Plenary (part 4),"<p>In March 2022, at the resumed fifth session of the UN Environment Assembly (UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international legally binding instrument on plastic pollution, including in the marine environment.</p><p><u>The resolution (5/14)</u>&nbsp;requested the Executive Director of the UN Environment Programme (UNEP) to convene an Intergovernmental Negotiating Committee (INC)&nbsp;to develop&nbsp;""the&nbsp;instrument,"" which is to be based on a comprehensive approach that addresses the full life cycle of plastic,&nbsp;including its production, design and disposal.</p><p>The INC began its work during the second half of 2022, with the ambition to complete the negotiations by the end of 2024. The&nbsp;first session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from 28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2) in Paris, France from 29 May to 2 June 2023. The&nbsp;third session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP Headquarters in Nairobi, Kenya.</p>",2023-11-16 12:46:48,2023-11-16 21:47:39,0 days 00:59:53.219000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_h2r149c9/format/download/protocol/https/flavorParamIds/487091
0,INC-3 on plastic pollution: Plenary (part 5),"<p>In
March 2022, at the resumed fifth session of the UN Environment Assembly
(UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international
legally binding instrument on plastic pollution, including in the marine
environment.</p>

<p><u>The resolution (5/14)</u>&nbsp;requested the Executive
Director of the UN Environment Programme (UNEP) to convene an Intergovernmental
Negotiating Committee (INC)&nbsp;to
develop&nbsp;""the&nbsp;instrument,"" which is to be based on a
comprehensive approach that addresses the full life cycle of plastic,&nbsp;including
its production, design and disposal.</p>

<p>The INC began its work during the second half of 2022, with the
ambition to complete the negotiations by the end of 2024. The&nbsp;first
session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from
28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2)
in Paris, France from 29 May to 2 June 2023. The&nbsp;third
session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP
Headquarters in Nairobi, Kenya.</p>",2023-11-19 07:46:11,2023-11-21 14:05:46,0 days 00:48:06.218000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_0jczpusu/format/download/protocol/https/flavorParamIds/487091
0,INC-3 on plastic pollution: Plenary (part 6),"<p>In
March 2022, at the resumed fifth session of the UN Environment Assembly
(UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international
legally binding instrument on plastic pollution, including in the marine
environment.</p>

<p><u>The resolution (5/14)</u>&nbsp;requested the Executive
Director of the UN Environment Programme (UNEP) to convene an Intergovernmental
Negotiating Committee (INC)&nbsp;to
develop&nbsp;""the&nbsp;instrument,"" which is to be based on a
comprehensive approach that addresses the full life cycle of plastic,&nbsp;including
its production, design and disposal.</p>

<p>The INC began its work during the second half of 2022, with the
ambition to complete the negotiations by the end of 2024. The&nbsp;first
session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from
28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2)
in Paris, France from 29 May to 2 June 2023. The&nbsp;third
session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP
Headquarters in Nairobi, Kenya.</p>",2023-11-19 14:51:34,2023-11-21 14:05:52,0 days 01:31:37.696000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_fgwsdy1v/format/download/protocol/https/flavorParamIds/487091
0,INC-3 on plastic pollution: Press Conference,"<p>In
March 2022, at the resumed fifth session of the UN Environment Assembly
(UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international
legally binding instrument on plastic pollution, including in the marine
environment.</p>

<p><u>The resolution (5/14)</u>&nbsp;requested the Executive
Director of the UN Environment Programme (UNEP) to convene an Intergovernmental
Negotiating Committee (INC)&nbsp;to
develop&nbsp;""the&nbsp;instrument,"" which is to be based on a
comprehensive approach that addresses the full life cycle of plastic,&nbsp;including
its production, design and disposal.</p>

<p>The INC began its work during the second half of 2022, with the
ambition to complete the negotiations by the end of 2024. The&nbsp;first
session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from
28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2)
in Paris, France from 29 May to 2 June 2023. The&nbsp;third
session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP
Headquarters in Nairobi, Kenya.</p>",2023-11-13 10:11:19,2023-11-13 12:03:40,0 days 00:24:27.153000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_x0n4vwhj/format/download/protocol/https/flavorParamIds/0,,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_x0n4vwhj/format/download/protocol/https/flavorParamIds/2732162,,,,,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_x0n4vwhj/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_x0n4vwhj/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_x0n4vwhj/format/download/protocol/https/flavorParamIds/487091
0,INC-3 on plastic pollution: Conversation with Observers,"<p>In
March 2022, at the resumed fifth session of the UN Environment Assembly
(UNEA-5.2), a historic resolution was adopted to develop&nbsp;an international
legally binding instrument on plastic pollution, including in the marine
environment.</p>

<p><u>The resolution (5/14)</u>&nbsp;requested the Executive
Director of the UN Environment Programme (UNEP) to convene an Intergovernmental
Negotiating Committee (INC)&nbsp;to
develop&nbsp;""the&nbsp;instrument,"" which is to be based on a
comprehensive approach that addresses the full life cycle of plastic,&nbsp;including
its production, design and disposal.</p>

<p>The INC began its work during the second half of 2022, with the
ambition to complete the negotiations by the end of 2024. The&nbsp;first
session&nbsp;of the INC (INC-1) took place in&nbsp;Punta del Este, Uruguay from
28 November to 2 December 2022, followed by a&nbsp;second session&nbsp;(INC-2)
in Paris, France from 29 May to 2 June 2023. The&nbsp;third
session&nbsp;(INC-3) will take place from 13 to 19 November 2023 at the UNEP
Headquarters in Nairobi, Kenya.</p>",2023-11-14 15:42:09,2023-11-16 11:48:48,0 days 01:13:43.959000,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/0,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/106,,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/100,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/108,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/105,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/101,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/2931871,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/102,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/487051,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/487071,https://cdnapisec.kaltura.com/p/2503451/sp/0/playManifest/entryId/1_01bo6m34/format/download/protocol/https/flavorParamIds/487091
